Time_s,Altitude_m,Speed_mps,Battery_SOC,Voltage_V,Current_A,Power_W,Temperature_C,MotorRPM,WindSpeed_mps,Signal,Latitude,Longitude,Roll,Pitch,Yaw,Distance_km
29,54.375,13.528657874051,97.4866666666667,16.684,5.43933886641815,90.7499296473204,30.58,5147.44954686316,5.8428208027333,97.13,22.57289,88.364348,7.9576253119602,6.6917011993215,20.3,0.372440783227123
30,56.25,13.566653819255,97.4,16.68,5.40527790833069,90.1600355109559,30.6,5149.12324531142,5.86993106822246,97.1,22.5729,88.36436,8.17966512028001,6.60268491927743,21,0.386007437046378
31,58.125,13.6032398817676,97.3133333333333,16.676,5.36862455468343,89.5271830739008,30.62,5149.92431746628,5.89684560289127,97.07,22.57291,88.364372,8.39659290415924,6.51102765330027,21.7,0.399610676928146
32,60,13.638383136602,97.2266666666667,16.672,5.32961326185628,88.8553123016678,30.64,5149.85076106453,5.92355835108297,97.04,22.57292,88.364384,8.60827309079427,6.41676606307434,22.4,0.413249060064747
33,61.875,13.672051957201,97.14,16.668,5.28849356899319,88.1486108079785,30.66,5148.90275995887,5.9500633025419,97.01,22.57293,88.364396,8.81457338695894,6.31993785197892,23.1,0.426921112021949
34,63.75,13.7042160438987,97.0533333333333,16.664,5.24552850180321,87.4114869540487,30.68,5147.08268365836,5.97635449376581,96.98,22.57294,88.364408,9.01536486168351,6.22058175000742,23.8,0.440625328065847
35,65.625,13.734846451188,96.9666666666667,16.66,5.20099289009354,86.6485415489584,30.7,5144.39508140588,6.0024260093476,96.95,22.57295,88.36442,9.21052202683233,6.11873749827591,24.5,0.454360174517035
36,67.5,13.7639156137699,96.88,16.656,5.15517160979667,85.8645383327733,30.72,5140.84667080737,6.02827198330623,96.92,22.57296,88.364432,9.3999229155298,6.01444583312716,25.2,0.468124090130805
37,69.375,13.7913973713601,96.7933333333333,16.652,5.10835776073654,85.0643734317849,30.74,5136.44632104136,6.0538866004066,96.89,22.57297,88.364444,9.58344915838577,5.9077484698367,25.9,0.481915487502165
38,71.25,13.8172669922318,96.7066666666667,16.648,5.06085079178996,84.2530439817193,30.76,5131.20503069059,6.07926409746794,96.86,22.57298,88.364456,9.76098605747248,5.79868808592724,26.6,0.495732754494397
39,73.125,13.8415011954723,96.62,16.644,5.01295458543566,83.4356161199911,30.78,5125.13590025135,6.10439876466046,96.83,22.57299,88.364468,9.93242265800709,5.68730830409822,27.3,0.509574255689869
40,75,13.8640781719345,96.5333333333333,16.64,4.96497551394345,82.617192552019,30.8,5118.25409938899,6.12928494679007,96.8,22.573,88.36448,10.0976518176948,5.57365367477732,28,0.523438333861804
41,76.875,13.8849776038634,96.4466666666667,16.636,4.91722047963726,81.8028798992455,30.82,5110.57682902168,6.15391704457079,96.77,22.57301,88.364492,10.2565702736891,5.45776965830091,28.7,0.537323311465667
42,78.75,13.904180683181,96.36,16.632,4.86999495176757,80.9977560377983,30.84,5102.12327832711,6.17828951588454,96.74,22.57302,88.364504,10.4090787071282,5.33970260673046,29.4,0.551227492148848
43,80.625,13.9216701284121,96.2733333333333,16.628,4.82360101255066,80.2068376366924,30.86,5092.91457677947,6.20239687702808,96.71,22.57303,88.364516,10.5550818052055,5.21949974531242,30.1,0.56514916227726
44,82.5,13.9374302002365,96.1866666666667,16.624,4.77833542487331,79.435048103094,30.88,5082.97374133686,6.22623370394687,96.68,22.57304,88.364528,10.6944883207372,5.09720915358864,30.8,0.579086592477497
45,84.375,13.9514467156533,96.1,16.62,4.73448773402309,78.6871861394637,30.9,5072.32561891077,6.2497946334554,96.65,22.57305,88.36454,10.8272111291891,4.97287974616532,31.5,0.59303803919315
46,86.25,13.9637070607447,96.0133333333333,16.616,4.69233841558657,77.9678951133864,30.92,5060.99682426185,6.27307436444394,96.62,22.57306,88.364552,10.9531672831263,4.8465612531477,32.2,0.607001746253895
47,88.125,13.9742002020277,95.9266666666667,16.612,4.65215708136275,77.2816334355981,30.94,5049.0156734768,6.29606765907121,96.59,22.57307,88.364564,11.0722780640524,4.71830420024879,32.9,0.620975946455923
48,90,13.9829166963834,95.84,16.608,4.61420075476765,76.6326461351812,30.96,5036.4121131929,6.31876934394295,96.56,22.57308,88.364576,11.1844690316067,4.58815988857965,33.6,0.634958863152306
49,91.875,13.9898486995552,95.7533333333333,16.604,4.57871222676152,76.0249378131482,30.98,5023.21764574708,6.34117431127581,96.53,22.57309,88.364588,11.2896700700865,4.45618037412974,34.3,0.648948711851861
50,93.75,13.9949899732081,95.6666666666667,16.6,4.54591850281524,75.462247146733,31,5009.46525043638,6.36327752004667,96.5,22.5731,88.3646,11.387815432267,4.32241844694512,35,0.662943701825069
51,95.625,13.998335890543,95.58,16.596,4.51602935085006,74.9480231067075,31.02,4995.189301087,6.3850739971268,96.47,22.57311,88.364612,11.4788437804918,4.1869276100132,35.7,0.676942037715612
52,97.5,13.9998834404599,95.4933333333333,16.592,4.48923595943866,74.4854030390062,31.04,4980.42548013751,6.40655883840082,96.44,22.57312,88.364624,11.5626982250063,4.04976205786223,36.4,0.690941921156072
53,99.375,13.9996312302686,95.4066666666667,16.588,4.46570971485081,74.0771927499452,31.06,4965.21068945146,6.42772720987007,96.41,22.57313,88.364636,11.6393263595122,3.91097665488422,37.1,0.704941552386341
54,101.25,13.997579486941,95.32,16.584,4.44560110476609,73.7258487214408,31.08,4949.58295808184,6.44857434874029,96.38,22.57314,88.364648,11.7086802939199,3.77062691338992,37.8,0.718939131873282
55,103.125,13.9937300569078,95.2333333333333,16.58,4.42903875566629,73.4334625689471,31.1,4933.58134721832,6.46909556449316,96.35,22.57315,88.36466,11.7707166842779,3.62876897140462,38.5,0.73293286193019
56,105,13.9880864043962,95.1466666666667,16.576,4.4161286100649,73.2017478404357,31.12,4917.24585255457,6.48928623994172,96.32,22.57316,88.364672,11.8253967598615,3.4854595702137,39.2,0.746920948334586
57,106.875,13.9806536083123,95.06,16.572,4.40695324883652,73.0320292397188,31.14,4900.61730431989,6.50914183226917,96.29,22.57317,88.364684,11.8726863474035,3.34075603166686,39.9,0.760901601942898
58,108.75,13.9714383576711,94.9733333333333,16.568,4.40157136298114,72.9252343418716,31.16,4883.73726522489,6.52865787405101,96.26,22.57318,88.364696,11.9125558924511,3.19471623525019,40.6,0.774873040300569
59,110.625,13.9604489455761,94.8866666666667,16.564,4.40001737820199,72.8818878525377,31.18,4866.64792657636,6.54782997426016,96.23,22.57319,88.364708,11.9449804778362,3.04739859493505,41.3,0.788833489246145
60,112.5,13.9476952617564,94.8,16.56,4.4023012346985,72.9021084466071,31.2,4849.39200282095,6.56665381925497,96.2,22.5732,88.36472,11.9699398392487,2.89886203581339,42,0.802781184507902
61,114.375,13.9331887836666,94.7133333333333,16.556,4.408408323583,72.9856082052401,31.22,4832.01262478135,6.58512517374971,96.17,22.57321,88.364732,11.9874183778999,2.74916597052838,42.7,0.816714373291568
62,116.25,13.9169425661578,94.6266666666667,16.552,4.41829958032771,73.1316946535843,31.24,4814.55323185165,6.60323988176755,96.14,22.57322,88.364744,11.9974051702723,2.59837027551021,43.4,0.830631315857726
63,118.125,13.8989712297293,94.54,16.548,4.43191173464443,73.3392753848961,31.26,4797.0574634215,6.62099386757562,96.11,22.57323,88.364756,11.9998939749456,2.44653526702631,44.1,0.844530287087455
64,120,13.8792909473707,94.4533333333333,16.544,4.44915771519844,73.606865240243,31.28,4779.56904980035,6.638383136602,96.08,22.57324,88.364768,11.9948832364981,2.29372167705564,44.8,0.858409578034826
65,121.875,13.8579194300077,94.3666666666667,16.54,4.46992720656791,73.9325959966332,31.3,4762.13170291446,6.65540377633452,96.05,22.57325,88.36478,11.982376086478,2.1399906289967,45.5,0.872267497464834
66,123.75,13.8348759105636,94.28,16.536,4.49408735488615,74.3142285003974,31.32,4744.78900704986,6.67205195720104,96.02,22.57326,88.364792,11.962380341447,1.98540361321898,46.2,0.886102373375397
67,125.625,13.8101811266504,94.1933333333333,16.532,4.52148361765298,74.749167167039,31.34,4727.58430991431,6.68832393343111,95.99,22.57327,88.364804,11.934908498095,1.83002246246768,46.9,0.899912554502048
68,127.5,13.7838573019068,94.1066666666667,16.528,4.55194075227931,75.2344767536725,31.36,4710.56061429061,6.70421604389873,95.96,22.57328,88.364816,11.8999777254296,1.67390932713135,47.6,0.913696411803955
69,129.375,13.7559281259982,94.02,16.524,4.58526393704172,75.7669012956775,31.38,4693.76047055205,6.71972471294607,95.93,22.57329,88.364828,11.8576098540469,1.51712665038267,48.3,0.927452339929953
70,131.25,13.7264187332977,93.9333333333333,16.52,4.62124001727661,76.3428850854095,31.4,4677.22587030863,6.73484645118803,95.9,22.5733,88.36484,11.8078313624872,1.35973714320193,49,0.941178758663251
71,133.125,13.6953556802671,93.8466666666667,16.516,4.65963886884262,76.9585955578047,31.42,4660.99814144991,6.74957785629731,95.87,22.57331,88.364852,11.7506733606875,1.20180375929349,49.7,0.954874114343518
72,135,13.6627669215574,93.76,16.512,4.70021487012986,77.6099479355842,31.44,4645.1178448468,6.7639156137699,95.84,22.57332,88.364864,11.6861715705383,1.04338966990516,50.4,0.968536881265075
73,136.875,13.6286817848516,93.6733333333333,16.508,4.74270847319996,78.292631475585,31.46,4629.62467297051,6.77785649767084,95.81,22.57333,88.364876,11.6143663035589,0.884558238560557,51.1,0.982165563049927
74,138.75,13.5931309444722,93.5866666666667,16.504,4.78684786400717,79.0021371475744,31.48,4614.55735068203,6.7913973713601,95.78,22.57334,88.364888,11.5353024357036,0.725372995714477,51.8,0.995758693994399
75,140.625,13.5561463937758,93.5,16.5,4.83235070108064,79.7337865678306,31.5,4599.95353844018,6.80453518819819,95.75,22.57335,88.3649,11.4490293793163,0.565897613341623,52.5,1.00931484038817
76,142.5,13.5177614163618,93.4133333333333,16.496,4.87892592154632,80.4827620018281,31.52,4585.84973817005,6.81726699223177,95.72,22.57336,88.364912,11.355601052249,0.406195879468633,53.2,1.02283260180454
77,144.375,13.4780105561189,93.3266666666667,16.492,4.92627560293607,81.2441372436217,31.54,4572.28120202719,6.82958991885863,95.69,22.57337,88.364924,11.2550758441647,0.246331672659729,53.9,1.03631061236066
78,146.25,13.4369295861383,93.24,16.488,4.97409686887476,82.0129091740071,31.56,4559.28184428561,6.84150119547227,95.66,22.57338,88.364936,11.1475165800464,0.0863689364661391,54.6,1.04974754194679
79,148.125,13.3945554765199,93.1533333333333,16.484,5.0220838264555,82.7840297952924,31.58,4546.88415656972,6.85299814208571,95.63,22.57339,88.364948,11.0329904809329,-0.0736283461504667,55.3,1.06314209742331
80,150,13.3509263611023,93.0666666666667,16.48,5.0699295229103,83.5524385375617,31.6,4535.11912664222,6.86407817193445,95.6,22.5734,88.36496,10.9115691219082,-0.233596178410311,56,1.07649302378442
81,150,13.3060815031445,92.98,16.476,5.11732790906033,84.3130946296779,31.62,4524.01616095083,6.87473879205853,95.57,22.57341,88.364972,10.7833283873691,-0.393470575313364,56.7,1.08979910528756
82,150,13.2600612599918,92.8933333333333,16.472,5.16397579698621,85.0610093279568,31.64,4513.60301112746,6.88497760386339,95.54,22.57342,88.364984,10.6483484236005,-0.553187589232497,57.4,1.10305916654755
83,150,13.2129070467566,92.8066666666667,16.468,5.20957479939604,85.791277796454,31.66,4503.90570462359,6.89479230365958,95.51,22.57343,88.364996,10.5067135886858,-0.712683335491674,58.1,1.11627207359431
84,150,13.1646612990482,92.72,16.464,5.2538332382858,86.4991104351374,31.68,4494.94847965524,6.90418068318103,95.48,22.57344,88.365008,10.3585123997865,-0.871894017918969,58.8,1.12943673489336
85,150,13.1153674347828,92.6333333333333,16.46,5.29646801068316,87.1798634558449,31.7,4486.75372462,6.91314063008197,95.45,22.57345,88.36502,10.2038374778214,-1.0307559543642,59.5,1.14255210232814
86,150,13.0650698151112,92.5466666666667,16.456,5.33720639954045,87.8290685108376,31.72,4479.34192213769,6.92167012841215,95.42,22.57346,88.365032,10.042785489582,-1.18920560217091,60.2,1.15561717214325
87,150,13.0138137044961,92.46,16.452,5.37578781819299,88.4424611849111,31.74,4472.73159785454,6.92976725907041,95.39,22.57347,88.365044,9.87545708731831,-1.34717958359262,60.9,1.16863098584775
88,150,12.9616452299773,92.3733333333333,16.448,5.41196547722458,89.0160081693899,31.76,4466.93927413867,6.93743020023653,95.36,22.57348,88.365056,9.70195684583508,-1.50461471114304,61.6,1.18159263107772
89,150,12.9086113396606,92.2866666666667,16.444,5.44550796307748,89.5459329448461,31.78,4461.97942878278,6.94465722778107,95.33,22.57349,88.365068,9.52239319713553,-1.66144801287027,62.3,1.19450124241738
90,150,12.8547597604677,92.2,16.44,5.47620071830949,90.0287398090081,31.8,4457.86445881722,6.95144671565332,95.3,22.5735,88.36508,9.33687836265505,-1.8176167575447,63,1.20735600217785
91,150,12.8001389551848,92.1133333333333,16.436,5.50384741402939,90.461236096987,31.82,4454.60464952387,6.95779713624715,95.27,22.57351,88.365092,9.14552828312643,-1.97305847975067,63.7,1.22015614113304
92,150,12.7447980788501,92.0266666666667,16.432,5.52827120573182,90.8405524525853,31.84,4452.20814872829,6.96370706074472,95.24,22.57352,88.365104,8.94846254612064,-2.12771100487184,64.4,1.23290093921189
93,150,12.6887869345168,91.94,16.428,5.54931586449865,91.1641610219839,31.86,4450.68094643439,6.96917515943795,95.21,22.57353,88.365116,8.74580431130856,-2.28151247396017,65.1,1.2455897261464
94,150,12.6321559284341,91.8533333333333,16.424,5.56684677633089,91.4298914544586,31.88,4450.02685985256,6.9742002020277,95.18,22.57354,88.365128,8.53768023349013,-2.43440136847867,65.8,1.25822188207484
95,150,12.5749560246851,91.7666666666667,16.42,5.58075180321889,91.6359446088542,31.9,4450.24752385862,6.97878105790059,95.15,22.57355,88.36514,8.32422038343926,-2.58631653490803,66.5,1.27079683809952
96,150,12.5172386993222,91.68,16.416,5.59094200044294,91.7809038792712,31.92,4451.34238690746,6.98291669638337,95.12,22.57356,88.365152,8.10555816661381,-2.73719720920719,67.2,1.28331407679885
97,150,12.4590558940425,91.5933333333333,16.412,5.59735218551591,91.8637440686872,31.94,4453.30871241165,6.98660618697484,95.09,22.57357,88.365164,7.88183023978153,-2.88698304111814,67.9,1.29577313269289
98,150,12.4004599694435,91.5066666666667,16.408,5.59994135512879,91.8838377549531,31.96,4456.14158558148,6.98984869955516,95.06,22.57358,88.365176,7.65317642561404,-3.03561411830524,68.6,1.30817359266233
99,150,12.3415036579023,91.42,16.404,5.59869294743184,91.840959109672,31.98,4459.83392570936,6.9926435045727,95.03,22.57359,88.365188,7.41973962530219,-3.18303099031933,69.3,1.32051509632023
100,150,12.2822400161197,91.3333333333333,16.4,5.59361494797403,91.7352851467741,32,4464.3765038679,6.99498997320811,95,22.5736,88.3652,7.18166572924748,-3.32917469237714,70,1.33279733633635
101,150,12.2227223773733,91.2466666666667,16.396,5.58473983862266,91.5673943940572,32.02,4469.75796597743,6.99688757751585,94.97,22.57361,88.365212,6.93910352588529,-3.4739867689464,70.7,1.34502005871373
102,150,12.1630043035205,91.16,16.392,5.57212438979034,91.3382629974433,32.04,4475.96486118529,6.99833589054295,94.94,22.57362,88.365224,6.692204608697,-3.6174092971273,71.4,1.35718306301725
103,150,12.1031395367971,91.0733333333333,16.388,5.55584929729806,91.0492582841206,32.06,4482.98167548595,6.9993345864251,94.91,22.57363,88.365236,6.44112328146894,-3.75938490982082,72.1,1.36928620255404
104,150,12.0431819514522,90.9866666666667,16.384,5.53601866619729,90.7021298269764,32.08,4490.79087049795,6.99988344045993,94.88,22.57364,88.365248,6.18601646185757,-3.89985681867488,72.8,1.3813293845055
105,150,11.9831855052657,90.9,16.38,5.51275934485297,90.2989980686916,32.1,4499.37292730069,6.99998232915761,94.85,22.57365,88.36526,5.92704358332107,-4.03876883679886,73.5,1.39331257001076
106,150,11.9232041909895,90.8133333333333,16.376,5.48622011354681,89.8423405794426,32.12,4508.70639522163,6.99963123026858,94.82,22.57366,88.365272,5.66436649547859,-4.17606540123766,74.2,1.40523577420175
107,150,11.8632919877579,90.7266666666667,16.372,5.45657073279126,89.3349760372586,32.14,4518.76794545175,6.99883022278863,94.79,22.57367,88.365284,5.39814936295952,-4.31169159519609,74.9,1.41709906618951
108,150,11.8035028125098,90.64,16.368,5.42400085744153,88.7800460346029,32.16,4529.5324293554,6.99757948694105,94.76,22.57368,88.365296,5.12855856280596,-4.4455931700049,75.6,1.42890256900202
109,150,11.7438904714672,90.5533333333333,16.364,5.38871882355171,88.1809948286002,32.18,4540.97294132889,6.99587930413613,94.73,22.57369,88.365308,4.85576258049243,-4.5777165668195,76.3,1.44064645947349
110,150,11.6845086117135,90.4666666666667,16.36,5.35095031573506,87.5415471654255,32.2,4553.06088605036,6.99373005690784,94.7,22.5737,88.36532,4.57993190462798,-4.70800893804277,77,1.4523309680852
111,150,11.6254106729142,90.38,16.356,5.31093692355259,86.8656843216261,32.22,4565.76604995331,6.99113222882773,94.67,22.57371,88.365332,4.30123892040636,-4.83641816846344,77.7,1.46395637875811
112,150,11.5666498392252,90.2933333333333,16.352,5.26893459616435,86.1576185164795,32.24,4579.05667674469,6.98808640439615,94.64,22.57372,88.365344,4.01985780187086,-4.96289289610144,78.4,1.47552302859734
113,150,11.5082789914307,90.2066666666667,16.348,5.22521200512828,85.4217658598371,32.26,4592.89954677915,6.98459326891077,94.61,22.57373,88.365356,3.73596440306121,-5.08738253275202,79.1,1.48703130758877
114,150,11.4503506593538,90.12,16.344,5.18004882581905,84.6627180091866,32.28,4607.26006009083,6.98065360831232,94.58,22.57374,88.365368,3.44973614811053,-5.20983728422037,79.8,1.49848165824812
115,150,11.3929169745831,90.0333333333333,16.34,5.13373394846015,83.8852127178388,32.3,4622.10232287526,6.97626830900782,94.55,22.57375,88.36538,3.16135192036105,-5.3302081702386,80.5,1.50987457522271
116,150,11.3360296235585,89.9466666666667,16.336,5.08656363021227,83.0941034631477,32.32,4637.38923720519,6.97143835767111,94.52,22.57376,88.365392,2.87099195056778,-5.44844704405722,81.2,1.52121060484627
117,150,11.2797398010561,89.86,16.332,5.03883960013854,82.2943283494626,32.34,4653.08259375605,6.96616484102087,94.49,22.57377,88.365404,2.57883770426024,-5.56450661170322,81.9,1.53249034464732
118,150,11.2240981641165,89.7733333333333,16.328,4.99086712916814,81.4908784850574,32.36,4669.14316730942,6.96044894557609,94.46,22.57378,88.365416,2.28507176833232,-5.67834045089696,82.6,1.54371444281144
119,150,11.1691547864575,89.6866666666667,16.324,4.94295307740418,80.6887660355459,32.38,4685.53081479559,6.95429195738914,94.43,22.57379,88.365428,1.9898777369315,-5.78990302962055,83.3,1.5548835975979
120,150,11.1149591134103,89.6,16.32,4.89540393126621,79.8929921582646,32.4,4702.20457563038,6.94769526175639,94.4,22.5738,88.36544,1.69344009671841,-5.89914972432996,84,1.56599855671131
121,150,11.0615599174225,89.5133333333333,16.316,4.84852384302305,79.108515022764,32.42,4719.12277409521,6.94066034290652,94.37,22.57381,88.365452,1.39594411156872,-6.00603683780393,84.7,1.57706011662873
122,150,11.0090052541663,89.4266666666667,16.312,4.8026126852562,78.3402181218992,32.44,4736.24312350477,6.9331887836666,94.34,22.57382,88.365464,1.09757570678924,-6.11052161662219,85.4,1.58806912188289
123,150,10.9573424192912,89.34,16.308,4.75796413269874,77.592879076051,32.46,4753.52283190162,6.92528226510592,94.31,22.57383,88.365476,0.798521352920655,-6.21256226826634,86.1,1.59902646430219
124,150,10.9066179058614,89.2533333333333,16.304,4.71486378371913,76.8711391297567,32.48,4770.91870901388,6.91694256615783,94.28,22.57384,88.365488,0.498967949199486,-6.31211797783625,86.8,1.60993308220805
125,150,10.8568773625153,89.1666666666667,16.3,4.67358733346638,76.179473535502,32.5,4788.38727420835,6.90817156321939,94.25,22.57385,88.3655,0.199102706752175,-6.40914892437547,87.5,1.62078995957056
126,150,10.8081655523845,89.08,16.296,4.63439881036186,75.5221630136569,32.52,4805.88486516952,6.89897122972926,94.22,22.57386,88.365512,-0.100886968405789,-6.50361629679912,88.2,1.63159812512295
127,150,10.7605263128101,88.9933333333333,16.292,4.5975488872185,74.9032664705638,32.54,4823.36774703254,6.88934363572367,94.19,22.57387,88.365524,-0.400813592492506,-6.59548230941778,88.9,1.64235865143576
128,150,10.7140025158922,88.9066666666667,16.288,4.56327327779016,74.3265951486461,32.56,4840.79222169767,6.87929094737065,94.16,22.57388,88.365536,-0.700489721130961,-6.68471021705126,89.6,1.65307265395165
129,150,10.6686360299078,88.82,16.284,4.53179122900806,73.7956883731673,32.58,4858.11473705274,6.86881542648267,94.13,22.57389,88.365548,-0.999728066495634,-6.7712643297262,90.3,1.66374128998156
130,150,10.6244676816321,88.7333333333333,16.28,4.50330411854861,73.3137910499713,32.6,4875.29199583074,6.85791943000774,94.1,22.5739,88.36556,-1.2983416143613,-6.85511002695158,91,1.67436575766319
131,150,10.5815372195972,88.6466666666667,16.276,4.47799416670348,72.8838330572658,32.62,4892.28106383047,6.84660540949909,94.07,22.57391,88.365572,-1.59614374098084,-6.93621377156642,91.7,1.68494729488279
132,150,10.5398832783214,88.56,16.272,4.4560232707916,72.508410662321,32.64,4909.03947722968,6.83487591056362,94.04,22.57392,88.365584,-1.89294832971898,-7.01454312315425,92.4,1.69548717816111
133,150,10.4995433435402,88.4733333333333,16.268,4.43753196956882,72.1897700809456,32.66,4925.52534872248,6.82273357228909,94.01,22.57393,88.365596,-2.18856988736918,-7.09006675101882,93.1,1.70598672150465
134,150,10.460553718472,88.3866666666667,16.264,4.42263854425946,71.9297932838358,32.68,4941.69747221581,6.8101811266504,93.98,22.57394,88.365608,-2.4828236600808,-7.16275444671594,93.8,1.71644727522312
135,150,10.4229494911476,88.3,16.26,4.41143826196011,71.7299861394713,32.7,4957.51542582322,6.79722139789486,93.95,22.57395,88.36562,-2.77552574882426,-7.23257713613649,94.5,1.72687022471427
